id,spkid,target_initials_1,target_initials_2,target_initials_3,spoken_initials_1,spoken_initials_2,spoken_initials_3,target_consonants_1,target_consonants_2,target_consonants_3,spoken_consonants1,spoken_consonants2,spoken_consonants3,target_tones_1,target_tones_2,target_tones_3,spoken_tones_1,spoken_tones_2,spoken_tones_3
14184,107,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
14185,107,j,j,j,j,j,j,iang,iang,iang,iang,iang,iang,1,1,1,4,4,4
14186,107,j,j,j,j,j,j,iang,iang,iang,iang,iang,iang,1,1,1,4,4,4
14187,107,q,q,q,q,q,q,iao,iao,iao,iao,iao,iao,2,2,2,2,2,2
14188,107,p,p,p,p,p,p,iao,iao,iao,iao,iao,iao,4,4,4,4,4,4
14189,107,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,2,2,2,2,2,2
14190,107,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
14191,107,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
14192,107,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
14193,107,x,x,x,x,x,x,in,in,in,in,in,in,1,1,1,1,1,1
14194,107,x,x,x,x,x,x,iong,iong,iong,iong,iong,iong,2,2,2,2,2,2
14195,107,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14196,107,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14197,107,j,j,j,j,j,j,i,i,i,i,i,i,1,1,1,1,1,1
14198,107,j,j,j,j,j,j,i,i,i,i,i,i,1,1,1,1,1,1
14199,107,l,l,l,l,l,l,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14200,107,l,l,l,l,l,l,i,i,i,i,i,i,2,2,2,2,2,2
14201,107,l,l,l,l,l,l,i,i,i,i,i,i,2,2,2,2,2,2
14202,107,n,n,n,n,n,n,iao,iao,iao,iao,iao,iao,3,3,3,3,3,3
14203,107,t,t,t,t,t,t,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
14204,107,t,t,t,t,t,t,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
14205,107,t,t,t,t,t,t,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
14206,107,zh,zh,zh,zh,zh,zh,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
14207,107,r,r,r,r,r,r,ou,ou,ou,ou,ou,ou,4,4,4,4,4,4
14208,107,零,零,零,零,零,零,ou,ou,ou,ao,ou,ou,3,3,3,1,1,1
14209,107,s,s,s,s,s,s,uan,uan,uan,uan,uan,uan,4,4,4,4,4,4
14210,107,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
14211,107,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
14212,107,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
14213,107,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
14214,107,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
14215,107,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
14216,107,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
14217,107,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
14218,107,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
14219,107,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
14220,107,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
14221,107,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
14222,107,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
14223,107,t,t,t,t,t,t,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
14224,107,g,g,g,g,g,g,u,u,u,u,u,u,3,3,3,3,3,3
14225,107,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
14226,107,零,零,零,零,零,零,uan,uan,uan,uan,uan,uan,3,3,3,3,3,3
14227,107,零,零,零,零,零,零,uan,uan,uan,uan,uan,uan,3,3,3,3,3,3
14228,107,零,零,零,零,零,零,uan,uan,uan,uan,uan,uan,3,3,3,3,3,3
14229,107,ch,ch,ch,ch,ch,ch,uang,uang,uang,uang,uang,uang,2,2,2,2,2,2
14230,107,零,零,零,零,零,零,uang,uang,uang,uang,uang,uang,3,3,3,3,3,3
14231,107,z,z,z,z,z,z,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
14232,107,sh,sh,sh,sh,sh,sh,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
14233,107,sh,sh,sh,sh,sh,sh,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
14234,107,g,g,g,g,g,g,uo,uo,uo,uo,uo,uo,1,1,1,1,1,1
14235,107,g,g,g,g,g,g,uo,uo,uo,uo,uo,uo,1,1,1,1,1,1
14236,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14237,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14238,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14239,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14240,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14241,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14242,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14243,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14244,107,l,l,l,l,l,l,v,v,v,v,v,v,2,2,2,2,2,2
14245,107,l,l,l,l,l,l,v,v,v,v,v,v,2,2,2,2,2,2
14246,107,l,l,l,l,l,l,v,v,v,v,v,v,2,2,2,2,2,2
14247,107,l,l,l,l,l,l,v,v,v,v,v,v,2,2,2,2,2,2
14248,107,x,x,x,x,x,x,ve,ve,ve,ve,ve,ve,3,3,3,3,3,3
14249,107,零,零,零,零,零,零,vn,vn,vn,vn,vn,vn,2,2,2,2,2,2
14250,107,零,零,零,零,零,零,vn,vn,vn,vn,vn,vn,2,2,2,2,2,2
14251,107,zh,zh,zh,zh,zh,zh,ou,ou,ou,ou,ou,ou,1,1,1,1,1,1
14252,107,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
14253,107,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
14254,107,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
14255,107,sh,sh,sh,sh,sh,sh,an,an,an,an,an,an,1,1,1,1,1,1
14256,107,sh,sh,sh,sh,sh,sh,an,an,an,an,an,an,1,1,1,1,1,1
14257,107,sh,sh,sh,sh,sh,sh,an,an,an,an,an,an,1,1,1,1,1,1
14258,107,ch,ch,ch,ch,ch,ch,uan,uan,uan,uan,uan,uan,2,2,2,2,2,2
14259,107,ch,ch,ch,ch,ch,ch,uan,uan,uan,uan,uan,uan,2,2,2,2,2,2
14260,107,ch,ch,ch,ch,ch,ch,uan,uan,uan,uan,uan,uan,2,2,2,2,2,2
14261,107,m,m,m,m,m,m,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
14262,107,m,m,m,m,m,m,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
14263,107,m,m,m,m,m,m,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
14264,107,d,d,d,d,d,d,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
14265,107,d,d,d,d,d,d,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
14266,107,d,d,d,d,d,d,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
14267,107,d,d,d,d,d,d,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
14268,107,q,q,q,q,q,q,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
14269,107,q,q,q,q,q,q,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
14270,107,零,零,零,零,零,零,iao,iao,iao,iao,iao,iao,4,4,4,4,4,4
14271,107,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,2,2,2,2,2,2
14272,107,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
14273,107,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
14274,107,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
14275,107,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
14276,107,l,l,l,l,l,l,a,a,a,a,a,a,1,1,1,1,1,1
14277,107,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
14278,107,l,l,l,l,l,l,a,a,a,a,a,a,1,1,1,1,1,1
14279,107,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
14280,107,sh,sh,sh,sh,sh,sh,a,a,a,a,a,a,1,1,1,1,1,1
14281,107,f,f,f,f,f,f,a,a,a,a,a,a,1,1,1,1,1,1
14282,107,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14283,107,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14284,107,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14285,107,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14286,107,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14287,107,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14288,107,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14289,107,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14290,107,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14291,107,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14292,107,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14293,107,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14294,107,c,c,c,c,c,c,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14295,107,h,h,h,h,h,h,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14296,107,c,c,c,c,c,c,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14297,107,h,h,h,h,h,h,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14298,107,c,c,c,c,c,c,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
14299,107,h,h,h,h,h,h,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14300,107,c,c,c,c,c,c,an,an,an,an,an,an,1,1,1,1,1,1
14301,107,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
14302,107,c,c,c,c,c,c,an,an,an,an,an,an,1,1,1,1,1,1
14303,107,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
14304,107,c,c,c,c,c,c,an,an,an,an,an,an,1,1,1,1,1,1
14305,107,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
14306,107,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
14307,107,p,p,p,p,p,p,eng,eng,eng,eng,en,en,5,5,5,5,5,5
14308,107,p,p,p,p,p,p,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
14309,107,x,x,x,x,x,x,ie,ie,ie,ian,in,ian,4,4,4,4,4,4
14310,107,p,p,p,p,p,p,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
14311,107,x,x,x,x,x,x,ie,ie,ie,ian,in,ie,4,4,4,4,4,4
14312,107,p,p,p,p,p,p,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
14313,107,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,4,4,4,4,4,4
14314,107,d,d,d,d,d,d,a,a,a,a,a,a,4,4,4,4,4,4
14315,107,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
14316,107,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
14317,107,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
14318,107,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
14319,107,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
14320,107,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
14321,107,c,c,c,c,c,c,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
14322,107,j,j,j,j,j,j,v,v,v,v,v,v,2,2,2,2,2,2
14323,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14324,107,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
14325,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14326,107,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
14327,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14328,107,n,n,n,n,n,n,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14329,107,ch,ch,ch,ch,ch,ch,ang,ang,ang,ang,ang,ang,3,3,3,3,3,3
14330,107,n,n,n,n,n,n,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14331,107,ch,ch,ch,ch,ch,ch,ang,ang,ang,ang,ang,ang,3,3,3,3,3,3
14332,107,n,n,n,n,n,n,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14333,107,ch,ch,ch,ch,ch,ch,ang,ang,ang,ang,ang,ang,3,3,3,3,3,3
14334,107,n,n,n,n,n,n,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14335,107,ch,ch,ch,ch,ch,ch,ang,ang,ang,ang,ang,ang,3,3,3,3,3,3
14336,107,n,n,n,n,n,n,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14337,107,ch,ch,ch,ch,ch,ch,ang,ang,ang,ang,ang,ang,3,3,3,3,3,3
14338,107,n,n,n,n,n,n,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14339,107,ch,ch,ch,ch,ch,ch,ang,ang,ang,ang,ang,ang,3,3,3,3,3,3
14340,107,d,d,d,d,d,d,an,an,an,an,an,an,4,4,4,4,4,4
14341,107,g,g,g,g,g,g,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
14342,107,d,d,d,d,d,d,an,an,an,an,an,an,4,4,4,4,4,4
14343,107,g,g,g,g,g,g,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
14344,107,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
14345,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14346,107,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
14347,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14348,107,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
14349,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14350,107,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
14351,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14352,107,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
14353,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14354,107,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
14355,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14356,107,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
14357,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14358,107,d,d,d,d,d,d,u,u,u,u,u,u,4,4,4,4,4,4
14359,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14360,107,d,d,d,d,d,d,ong,ong,ong,ong,ong,ong,4,4,4,4,4,4
14361,107,零,零,零,零,零,零,u,u,u,u,u,u,4,4,4,4,4,4
14362,107,d,d,d,d,d,d,ong,ong,ong,ong,ong,ong,4,4,4,4,4,4
14363,107,零,零,零,零,零,零,u,u,u,u,u,u,4,4,4,4,4,4
14364,107,零,零,零,零,零,零,e,e,e,e,e,e,4,4,4,4,4,4
14365,107,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
14366,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14367,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14368,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14369,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14370,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14371,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14372,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14373,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14374,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14375,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14376,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14377,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14378,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14379,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14380,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14381,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14382,107,f,f,f,f,f,f,en,en,en,en,en,en,3,3,3,3,3,3
14383,107,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
14384,107,零,零,零,零,零,零,er,er,er,er,er,er,3,3,3,3,3,3
14385,107,d,d,d,d,d,d,uo,uo,uo,uo,uo,uo,5,5,5,5,5,5
14386,107,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
14387,107,零,零,零,零,零,零,er,er,er,er,er,er,3,3,3,3,3,3
14388,107,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
14389,107,零,零,零,零,零,零,er,er,er,er,er,er,3,3,3,2,3,3
14390,107,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
14391,107,零,零,零,零,零,零,er,er,er,er,er,er,3,3,3,2,2,3
14392,107,f,f,f,f,f,f,u,u,u,u,u,u,3,3,3,3,3,3
14393,107,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,5,2,5
14394,107,g,g,g,g,g,g,ang,ang,ang,ang,ang,ang,1,1,1,1,1,1
14395,107,q,q,q,q,q,q,in,in,in,in,in,in,2,2,2,2,2,2
14396,107,m,m,m,m,m,m,a,a,a,a,a,a,3,3,3,3,3,3
14397,107,零,零,零,零,零,零,i,i,i,i,i,i,3,3,3,3,3,3
14398,107,d,d,d,d,d,d,ian,ian,ian,ian,ian,ian,4,4,4,4,4,4
14399,107,ch,ch,ch,ch,ch,ch,i,i,i,i,i,i,2,2,2,2,2,2
14400,107,j,j,j,j,j,j,ian,ian,ian,ian,ian,ian,3,3,3,3,3,3
14401,107,d,d,d,d,d,d,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
14402,107,b,b,b,b,b,b,ian,ian,ian,ian,ian,ian,1,1,1,1,1,1
14403,107,p,p,p,p,p,p,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
14404,107,b,b,b,b,b,b,ian,ian,ian,ian,ian,ian,1,1,1,1,1,1
14405,107,p,p,p,p,p,p,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
14406,107,sh,sh,sh,sh,sh,sh,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
14407,107,b,b,b,b,b,b,iao,iao,iao,iao,iao,iao,3,3,3,3,3,3
14408,107,sh,sh,sh,sh,sh,sh,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
14409,107,b,b,b,b,b,b,iao,iao,iao,iao,iao,iao,3,3,3,3,3,3
14410,107,q,q,q,q,q,q,vn,vn,vn,vn,vn,vn,2,2,2,2,2,2
14411,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14412,107,c,c,c,c,c,c,i,i,i,i,i,i,4,4,4,4,4,4
14413,107,零,零,零,零,零,零,ui,ui,ui,ui,ui,ui,5,5,5,5,5,5
14414,107,c,c,c,c,c,c,i,i,i,i,i,i,4,4,4,4,4,4
14415,107,零,零,零,零,零,零,ui,ui,ui,ui,ui,ui,5,5,5,5,5,5
14416,107,c,c,c,c,c,c,i,i,i,i,i,i,4,4,4,4,4,4
14417,107,零,零,零,零,零,零,ui,ui,ui,ui,ui,ui,5,5,5,5,5,5
14418,107,s,s,s,s,s,s,i,i,i,i,i,i,1,1,1,1,1,1
14419,107,j,j,j,j,j,j,i,i,i,i,i,i,1,1,1,1,1,1
14420,107,s,s,s,s,s,s,i,i,i,i,i,i,1,1,1,1,1,1
14421,107,j,j,j,j,j,j,i,i,i,i,i,i,1,1,1,1,1,1
14422,107,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,1,1,1,1,1,1
14423,107,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
14424,107,p,p,p,p,p,p,in,in,in,in,in,in,1,1,1,1,1,1
14425,107,t,t,t,t,t,t,u,u,u,u,u,u,2,2,2,2,2,2
14426,107,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
14427,107,q,q,q,q,q,q,in,in,in,in,in,in,2,2,2,2,2,2
14428,107,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
14429,107,q,q,q,q,q,q,in,in,in,in,in,in,2,2,2,2,2,2
14430,107,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
14431,107,q,q,q,q,q,q,in,in,in,in,in,in,2,2,2,2,2,2
14432,107,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
14433,107,q,q,q,q,q,q,in,in,in,in,in,in,2,2,2,2,2,2
14434,107,j,j,j,j,j,j,ing,ing,ing,ing,in,ing,4,4,4,4,4,4
14435,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14436,107,l,l,l,l,l,l,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
14437,107,l,l,l,l,l,l,ian,ian,ian,ian,ian,ian,2,2,2,2,2,2
14438,107,j,j,j,j,j,j,v,v,v,v,v,v,2,2,2,2,2,2
14439,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14440,107,k,k,k,k,k,k,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
14441,107,q,q,q,q,q,q,ve,ve,ve,ve,ve,ve,4,4,4,4,4,4
14442,107,k,k,k,k,k,k,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
14443,107,l,l,l,l,l,l,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
14444,107,k,k,k,k,k,k,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
14445,107,zh,zh,zh,zh,zh,zh,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
14446,107,k,k,k,k,k,k,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
14447,107,zh,zh,zh,zh,zh,zh,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
14448,107,m,m,m,m,m,m,o,o,o,o,o,o,2,2,2,2,2,2
14449,107,g,g,g,g,g,g,u,u,u,u,u,u,5,5,5,5,1,5
14450,107,p,p,p,p,p,p,en,en,en,en,en,en,1,1,1,1,1,1
14451,107,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
14452,107,p,p,p,p,p,p,en,en,en,en,en,en,1,1,1,1,1,1
14453,107,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
14454,107,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
14455,107,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,5,5,5
14456,107,r,r,r,r,r,r,i,i,i,i,i,i,4,4,4,4,4,4
14457,107,l,l,l,l,l,l,i,i,i,i,i,i,4,4,4,4,4,4
14458,107,sh,sh,sh,sh,sh,sh,i,i,i,i,i,i,2,2,2,2,2,2
14459,107,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,5,5,5
14460,107,k,k,k,k,k,k,u,u,u,u,u,u,3,3,3,3,3,3
14461,107,g,g,g,g,g,g,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
14462,107,l,l,l,l,l,l,i,i,i,i,i,i,3,3,3,3,3,3
14463,107,h,h,h,h,h,h,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
14464,107,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,2,2,2,2,2,2
14465,107,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,5,5,5,5,5,5
14466,107,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,2,2,2,2,2,2
14467,107,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,5,5,5,5,5,5
14468,107,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,2,2,2,2,2,2
14469,107,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,5,5,5,5,5,5
14470,107,g,g,g,g,g,g,uai,uai,uai,uai,uai,uai,3,3,3,3,3,3
14471,107,g,g,g,g,g,g,un,un,un,un,un,un,4,4,4,4,4,4
14472,107,k,k,k,k,k,k,uai,uai,uai,uai,uai,uai,4,4,4,4,4,4
14473,107,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
14474,107,ch,ch,ch,ch,ch,ch,uang,uang,uang,uang,uang,uang,1,1,1,1,1,1
14475,107,h,h,h,h,h,h,u,u,u,u,u,u,5,5,5,5,5,5
14476,107,ch,ch,ch,ch,ch,ch,uang,uang,uang,uang,uang,uang,1,1,1,1,1,1
14477,107,h,h,h,h,h,h,u,u,u,u,u,u,5,5,5,5,5,5
14478,107,t,t,t,t,t,t,ie,ie,ie,ie,ie,ie,3,3,3,3,3,3
14479,107,g,g,g,g,g,g,ui,ui,ui,uan,ui,uai,3,3,3,3,3,3
14480,107,t,t,t,t,t,t,ie,ie,ie,ie,ie,ie,3,3,3,3,3,3
14481,107,g,g,g,g,g,g,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
14482,107,t,t,t,t,t,t,ie,ie,ie,ie,ie,ie,3,3,3,3,3,3
14483,107,g,g,g,g,g,g,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
14484,107,t,t,t,t,t,t,ie,ie,ie,ie,ie,ie,3,3,3,3,3,3
14485,107,g,g,g,g,g,g,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
14486,107,d,d,d,d,d,d,un,un,un,un,un,un,1,1,1,1,1,1
14487,107,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
14488,107,d,d,d,d,d,d,un,un,un,un,un,un,1,1,1,1,1,1
14489,107,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
14490,107,d,d,d,d,d,d,un,un,un,un,un,un,1,1,1,1,1,1
14491,107,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
